Task,Resource,Duration
Experienced Recruitment,Resource 1,6.327660274464111
C-Suite Recruitment,Resource 4,1.0
Experienced Recruitment,Resource 1,1.0
Graduate Recruitment,Resource 4,5.480107308221244
Experienced Recruitment,Resource 3,1.718401518530528
Graduate Recruitment,Resource 4,1.133250038020737
Experienced Recruitment,Resource 1,8.290066688170358
Graduate Recruitment,Resource 1,5.910585577673281
C-Suite Recruitment,Resource 4,1.0
C-Suite Recruitment,Resource 2,6.385319563470006
Experienced Recruitment,Resource 2,9.604365821145683
Graduate Recruitment,Resource 4,5.732741968061966
Graduate Recruitment,Resource 2,9.215016492667516
Graduate Recruitment,Resource 2,7.377751010278354
Experienced Recruitment,Resource 1,6.062952322982058
Experienced Recruitment,Resource 2,5.37579089935573
Graduate Recruitment,Resource 4,6.596262821951264
C-Suite Recruitment,Resource 1,3.9810118265529955
Graduate Recruitment,Resource 2,5.6415145624910465
C-Suite Recruitment,Resource 4,7.371945384035973
Graduate Recruitment,Resource 3,6.444975494084415
Experienced Recruitment,Resource 3,13.221816397546622
Experienced Recruitment,Resource 3,12.014066160738558
Graduate Recruitment,Resource 3,9.692101937784129
C-Suite Recruitment,Resource 4,6.208716814102542
Graduate Recruitment,Resource 1,4.1265335355571
C-Suite Recruitment,Resource 3,6.969928387854966
C-Suite Recruitment,Resource 2,1.0
C-Suite Recruitment,Resource 2,3.2772671502906636
Experienced Recruitment,Resource 4,13.219541232417098
C-Suite Recruitment,Resource 2,4.109631057676943
Experienced Recruitment,Resource 3,1.0
Experienced Recruitment,Resource 1,6.666951810035794
Graduate Recruitment,Resource 1,9.495011862760645
C-Suite Recruitment,Resource 4,3.5123397488664656
Experienced Recruitment,Resource 2,13.279548623644523
Graduate Recruitment,Resource 2,7.80188168770355
C-Suite Recruitment,Resource 1,7.9816046030272645
Experienced Recruitment,Resource 1,9.577685423934042
Graduate Recruitment,Resource 4,4.727707229262315
C-Suite Recruitment,Resource 3,8.854899318913578
C-Suite Recruitment,Resource 3,1.0
Experienced Recruitment,Resource 3,3.5916159127226073
C-Suite Recruitment,Resource 1,3.3630297761108277
Experienced Recruitment,Resource 3,5.139463309698829
C-Suite Recruitment,Resource 4,8.028252617926968
Experienced Recruitment,Resource 3,10.34947263197495
C-Suite Recruitment,Resource 1,4.309780348702181
Graduate Recruitment,Resource 4,3.4388522411279703
Experienced Recruitment,Resource 2,11.153930960467848
Graduate Recruitment,Resource 3,4.0633222571132155
Graduate Recruitment,Resource 1,5.353605370911803
C-Suite Recruitment,Resource 4,6.833489973975804
C-Suite Recruitment,Resource 1,8.743155385489796
C-Suite Recruitment,Resource 1,1.8227708611567763
C-Suite Recruitment,Resource 3,1.0
C-Suite Recruitment,Resource 4,3.6445245805528357
Experienced Recruitment,Resource 4,9.455415459899022
Graduate Recruitment,Resource 2,6.707963959119879
C-Suite Recruitment,Resource 1,9.0095588161136
Graduate Recruitment,Resource 4,1.5135512596882936
Experienced Recruitment,Resource 4,12.527527793488645
C-Suite Recruitment,Resource 1,7.7643704109370635
Graduate Recruitment,Resource 3,5.14988237901853
Experienced Recruitment,Resource 3,13.66289169649318
Experienced Recruitment,Resource 1,3.7552544362715583
Experienced Recruitment,Resource 4,10.65529667137608
C-Suite Recruitment,Resource 3,4.497108507298365
Experienced Recruitment,Resource 1,6.15692422812198
Graduate Recruitment,Resource 1,5.189242577515145
Experienced Recruitment,Resource 3,8.58714042453125
C-Suite Recruitment,Resource 4,2.3350430723783147
Graduate Recruitment,Resource 1,6.786657421698978
Experienced Recruitment,Resource 1,14.269903927271107
C-Suite Recruitment,Resource 3,1.0
Experienced Recruitment,Resource 2,3.482421780712066
C-Suite Recruitment,Resource 3,3.100260569822213
Graduate Recruitment,Resource 4,6.8447895646224515
Experienced Recruitment,Resource 4,3.0928344600761672
Graduate Recruitment,Resource 4,7.23011622513568
Experienced Recruitment,Resource 1,12.850585359719073
C-Suite Recruitment,Resource 3,7.496158866407984
Experienced Recruitment,Resource 3,6.357061025415408
Graduate Recruitment,Resource 2,5.698262773241507
Graduate Recruitment,Resource 2,7.75103177043734
Experienced Recruitment,Resource 3,7.267416539228556
C-Suite Recruitment,Resource 3,1.0
Experienced Recruitment,Resource 1,7.850173182767119
Graduate Recruitment,Resource 4,6.722479526048708
Experienced Recruitment,Resource 1,1.0
Graduate Recruitment,Resource 3,10.07132681834843
Experienced Recruitment,Resource 2,2.3391208714266734
Experienced Recruitment,Resource 4,2.9450493115347145
Graduate Recruitment,Resource 2,5.484318914990222
Experienced Recruitment,Resource 2,13.237155993837517
C-Suite Recruitment,Resource 2,8.785013033569356
C-Suite Recruitment,Resource 2,9.046388378247013
Graduate Recruitment,Resource 3,8.456252029956826
Graduate Recruitment,Resource 2,9.17216109514473
C-Suite Recruitment,Resource 2,3.154638587092666
Experienced Recruitment,Resource 4,3.2263927550729283
C-Suite Recruitment,Resource 3,2.8814723604305783
Graduate Recruitment,Resource 4,6.58614236801259
Experienced Recruitment,Resource 1,2.7816461501330076
Experienced Recruitment,Resource 3,10.360855284192759
Graduate Recruitment,Resource 1,2.3780235486405106
Graduate Recruitment,Resource 2,2.7092820857377307
Experienced Recruitment,Resource 4,3.3806253342403907
C-Suite Recruitment,Resource 2,4.0241605208364355
C-Suite Recruitment,Resource 4,4.798992334313384
Graduate Recruitment,Resource 2,2.191083345222718
Graduate Recruitment,Resource 3,4.63422893900495
Graduate Recruitment,Resource 3,8.071367213589122
Graduate Recruitment,Resource 1,9.004355811901615
Graduate Recruitment,Resource 3,6.25822604663211
C-Suite Recruitment,Resource 2,5.086548843637951
Experienced Recruitment,Resource 4,3.539046770203684
C-Suite Recruitment,Resource 1,5.844001114715131
Graduate Recruitment,Resource 2,5.846386762845668
Graduate Recruitment,Resource 2,9.241049349961296
C-Suite Recruitment,Resource 2,7.801052017106684
Graduate Recruitment,Resource 2,8.346758795573614
Experienced Recruitment,Resource 1,9.63024745280552
Experienced Recruitment,Resource 1,1.0
C-Suite Recruitment,Resource 1,8.783231901086094
Experienced Recruitment,Resource 1,3.130370169583218
Experienced Recruitment,Resource 3,6.967106611601607
Graduate Recruitment,Resource 4,4.35078842905909
Experienced Recruitment,Resource 1,13.026616690301271
Graduate Recruitment,Resource 3,9.06254039355196
Experienced Recruitment,Resource 1,1.159895809614178
C-Suite Recruitment,Resource 3,7.322701468663601
C-Suite Recruitment,Resource 2,9.613671809554738
Experienced Recruitment,Resource 1,6.432680026720531
Experienced Recruitment,Resource 4,8.069231246613196
Experienced Recruitment,Resource 4,3.7796743148605167
Experienced Recruitment,Resource 3,5.273471536289358
C-Suite Recruitment,Resource 3,3.6486185591777445
Experienced Recruitment,Resource 1,4.693393929810824
C-Suite Recruitment,Resource 1,8.815902077498247
C-Suite Recruitment,Resource 3,2.617188809314634
Graduate Recruitment,Resource 4,5.638894571856144
Experienced Recruitment,Resource 3,9.224696618961651
Graduate Recruitment,Resource 1,6.053982724725465
Graduate Recruitment,Resource 1,9.159345005976375
Graduate Recruitment,Resource 3,6.073400978723994
C-Suite Recruitment,Resource 2,9.341456677220496
Graduate Recruitment,Resource 2,6.103664076755705
C-Suite Recruitment,Resource 4,6.604041118347981
Experienced Recruitment,Resource 3,9.268788086062997
Experienced Recruitment,Resource 2,5.346443914266871
Graduate Recruitment,Resource 1,8.551947125762767
Experienced Recruitment,Resource 1,10.028325012462519
Experienced Recruitment,Resource 3,2.4644970648859346
Experienced Recruitment,Resource 4,1.3059464882946106
Experienced Recruitment,Resource 4,1.62820932601422
Graduate Recruitment,Resource 2,5.065104577708025
Experienced Recruitment,Resource 1,5.592582564092075
Graduate Recruitment,Resource 4,8.949385171511052
Graduate Recruitment,Resource 3,6.239218369589425
Experienced Recruitment,Resource 2,9.007874703687403
C-Suite Recruitment,Resource 2,9.855519751169847
C-Suite Recruitment,Resource 3,3.9863332440821804
Experienced Recruitment,Resource 1,5.168581205656585
Graduate Recruitment,Resource 2,2.943578791581216
Experienced Recruitment,Resource 1,13.78065706100755
C-Suite Recruitment,Resource 3,2.0016158258568253
Experienced Recruitment,Resource 1,3.9910354503386363
C-Suite Recruitment,Resource 2,1.0
C-Suite Recruitment,Resource 1,10.38146249860425
C-Suite Recruitment,Resource 3,9.960648686377965
Experienced Recruitment,Resource 3,1.0
C-Suite Recruitment,Resource 2,9.019792630724236
C-Suite Recruitment,Resource 4,5.982500445654994
C-Suite Recruitment,Resource 4,6.236443494607441
Graduate Recruitment,Resource 1,2.7798187066963136
Graduate Recruitment,Resource 2,4.318111859347273
C-Suite Recruitment,Resource 1,4.3016436518402275
C-Suite Recruitment,Resource 2,9.134702431864415
Experienced Recruitment,Resource 3,6.57276158124754
Graduate Recruitment,Resource 3,8.319963848223681
Experienced Recruitment,Resource 3,2.205230835730517
Experienced Recruitment,Resource 2,13.492018355097152
Graduate Recruitment,Resource 1,5.358027352988994
Graduate Recruitment,Resource 1,5.25511180884086
Experienced Recruitment,Resource 2,6.7068966100059075
Graduate Recruitment,Resource 3,2.8638314556169164
Graduate Recruitment,Resource 3,7.196602081896315
Graduate Recruitment,Resource 4,2.7446246688245903
Experienced Recruitment,Resource 3,7.190483313542115
C-Suite Recruitment,Resource 1,4.254678710398236
Experienced Recruitment,Resource 1,11.802880384564926
Graduate Recruitment,Resource 2,4.522576817332511
Experienced Recruitment,Resource 3,9.777122283803735
Graduate Recruitment,Resource 1,10.149096063369377
Graduate Recruitment,Resource 3,3.208718565125384
C-Suite Recruitment,Resource 1,2.35494248340063
Experienced Recruitment,Resource 4,11.842096293942454
Graduate Recruitment,Resource 2,5.563081448943975
Experienced Recruitment,Resource 4,3.037340687151355
Graduate Recruitment,Resource 4,12.210831577397155
Experienced Recruitment,Resource 4,2.652173742039077
Graduate Recruitment,Resource 2,1.3626219420996417
Experienced Recruitment,Resource 2,1.0
Graduate Recruitment,Resource 4,8.358071110979072
C-Suite Recruitment,Resource 2,3.7659916462467615
Experienced Recruitment,Resource 3,1.0
C-Suite Recruitment,Resource 3,2.367340322053252
C-Suite Recruitment,Resource 3,7.513630978028073
Graduate Recruitment,Resource 2,4.900672307296135
C-Suite Recruitment,Resource 2,3.027766248610551
C-Suite Recruitment,Resource 1,7.370311920604299
C-Suite Recruitment,Resource 2,5.786840636311593
Graduate Recruitment,Resource 4,8.437759648000336
Graduate Recruitment,Resource 4,6.399726043543667
Experienced Recruitment,Resource 4,5.6107201603452905
Graduate Recruitment,Resource 3,9.047078866695015
Experienced Recruitment,Resource 4,2.3479565409920458
C-Suite Recruitment,Resource 3,5.559797493664312
Graduate Recruitment,Resource 4,5.189618468873934
Graduate Recruitment,Resource 1,8.401519367016366
Graduate Recruitment,Resource 1,9.525395884520524
Experienced Recruitment,Resource 4,13.62683879767451
Experienced Recruitment,Resource 4,11.45176756522034
Graduate Recruitment,Resource 3,5.480100439555725
Graduate Recruitment,Resource 4,9.516564894374802
Graduate Recruitment,Resource 2,3.3963879948904356
C-Suite Recruitment,Resource 1,5.228429240297862
C-Suite Recruitment,Resource 1,2.9724977455754513
Experienced Recruitment,Resource 2,1.0
Graduate Recruitment,Resource 1,5.156924592633123
Graduate Recruitment,Resource 3,6.195629703928706
Experienced Recruitment,Resource 3,7.685883716210329
Experienced Recruitment,Resource 4,9.622200545553994
Graduate Recruitment,Resource 4,3.9790755810556715
C-Suite Recruitment,Resource 3,6.59164058232935
C-Suite Recruitment,Resource 3,4.752615094642924
Experienced Recruitment,Resource 3,11.035267585040831
C-Suite Recruitment,Resource 4,1.0
C-Suite Recruitment,Resource 2,7.28843228842033
Graduate Recruitment,Resource 4,5.061689809807264
Graduate Recruitment,Resource 3,2.0835622609527578
Experienced Recruitment,Resource 2,1.0
Experienced Recruitment,Resource 3,1.9624134733135978
C-Suite Recruitment,Resource 1,6.62258924020588
Graduate Recruitment,Resource 4,6.559168066732925
Experienced Recruitment,Resource 4,1.1451497282433385
Graduate Recruitment,Resource 3,6.038181597180471
Experienced Recruitment,Resource 3,8.581951513519872
Graduate Recruitment,Resource 1,7.056160539143879
C-Suite Recruitment,Resource 4,4.375724247423662
Graduate Recruitment,Resource 3,2.56373599683215
Graduate Recruitment,Resource 2,6.430928190877794
Experienced Recruitment,Resource 2,2.9904173047688274
C-Suite Recruitment,Resource 4,10.03268410412058
Experienced Recruitment,Resource 2,1.0
C-Suite Recruitment,Resource 3,1.9063655443524654
Graduate Recruitment,Resource 3,6.382923222551484
C-Suite Recruitment,Resource 1,3.8113698385626646
Graduate Recruitment,Resource 3,5.814738022495282
C-Suite Recruitment,Resource 3,10.856402992241678
C-Suite Recruitment,Resource 1,1.0
C-Suite Recruitment,Resource 3,9.321948701084064
Experienced Recruitment,Resource 2,9.461988491926373
C-Suite Recruitment,Resource 3,5.263575057217921
C-Suite Recruitment,Resource 2,3.61908808920138
Graduate Recruitment,Resource 4,3.770461053779363
C-Suite Recruitment,Resource 4,9.025884832228178
Experienced Recruitment,Resource 3,2.3933645181534065
C-Suite Recruitment,Resource 3,9.122749936366287
Experienced Recruitment,Resource 4,18.754642546973106
C-Suite Recruitment,Resource 3,10.05737080528229
Graduate Recruitment,Resource 4,5.36756658346779
C-Suite Recruitment,Resource 4,1.4687238310883477
Graduate Recruitment,Resource 4,5.636863249917454
Experienced Recruitment,Resource 4,9.33890848264299
Experienced Recruitment,Resource 1,12.25167070029401
C-Suite Recruitment,Resource 3,1.0
C-Suite Recruitment,Resource 2,1.9898135168057522
C-Suite Recruitment,Resource 2,6.398061607322303
C-Suite Recruitment,Resource 1,6.171571667978822
C-Suite Recruitment,Resource 3,1.0
Experienced Recruitment,Resource 4,1.0
C-Suite Recruitment,Resource 2,3.902927555095327
Experienced Recruitment,Resource 2,2.8767004048877576
C-Suite Recruitment,Resource 4,2.2290472066362628
C-Suite Recruitment,Resource 1,3.558919201340813
Graduate Recruitment,Resource 4,3.665334326551042
Experienced Recruitment,Resource 1,10.08565683499332
C-Suite Recruitment,Resource 2,1.0
C-Suite Recruitment,Resource 3,9.12791316019883
Experienced Recruitment,Resource 2,1.3392809677587003
Experienced Recruitment,Resource 3,3.474739703925035
Graduate Recruitment,Resource 3,5.337784422958396
Graduate Recruitment,Resource 4,8.11302763753951
Experienced Recruitment,Resource 3,11.451684392808447
C-Suite Recruitment,Resource 2,1.0
Graduate Recruitment,Resource 1,1.0
C-Suite Recruitment,Resource 1,3.744407778405438
C-Suite Recruitment,Resource 3,5.888537619390696
C-Suite Recruitment,Resource 2,6.408319393733219
C-Suite Recruitment,Resource 4,3.7357660013278124
C-Suite Recruitment,Resource 1,4.95299740727075
Experienced Recruitment,Resource 1,12.123518452453343
Graduate Recruitment,Resource 3,5.903197894953193
Experienced Recruitment,Resource 4,3.143184960201951
Graduate Recruitment,Resource 4,5.480810801794044
Graduate Recruitment,Resource 2,6.325483158439661
Experienced Recruitment,Resource 3,6.417758692549597
Graduate Recruitment,Resource 3,8.522010147998571
Graduate Recruitment,Resource 2,4.958763477045491
Experienced Recruitment,Resource 1,8.81475058646061
Experienced Recruitment,Resource 3,4.8537521298096955
Experienced Recruitment,Resource 1,5.1986726210959855
Experienced Recruitment,Resource 3,1.0
Experienced Recruitment,Resource 4,8.213303800442631
Experienced Recruitment,Resource 2,10.786204909941516
C-Suite Recruitment,Resource 4,6.073821529527781
Graduate Recruitment,Resource 4,2.5051996187151957
C-Suite Recruitment,Resource 1,11.477514407475258
Graduate Recruitment,Resource 3,5.997883741599088
C-Suite Recruitment,Resource 2,11.518876051013844
Experienced Recruitment,Resource 1,7.27291995395013
C-Suite Recruitment,Resource 2,1.0
Graduate Recruitment,Resource 2,6.547797245132637
C-Suite Recruitment,Resource 1,7.917010400140234
